URN,SEN FLU APPLICABLE,ICB Shortname
115088,Mainstream,SNEE ICB
147080,Mainstream,SNEE ICB
146794,Mainstream,SNEE ICB
114744,Mainstream,SNEE ICB
114743,Mainstream,SNEE ICB
135585,Mainstream,SNEE ICB
139641,Mainstream,SNEE ICB
114823,Mainstream,SNEE ICB
140506,Mainstream,SNEE ICB
115471,SEN,SNEE ICB
143121,Mainstream,SNEE ICB
114834,Mainstream,SNEE ICB
149970,Mainstream,SNEE ICB
115382,Mainstream,SNEE ICB
139583,Mainstream,SNEE ICB
115085,Mainstream,SNEE ICB
137944,Mainstream,SNEE ICB
143516,Mainstream,SNEE ICB
115065,Mainstream,SNEE ICB
114711,Mainstream,SNEE ICB
148110,Mainstream,SNEE ICB
115077,Mainstream,SNEE ICB
115082,Mainstream,SNEE ICB
115394,Mainstream,SNEE ICB
151534,Mainstream,SNEE ICB
114817,Mainstream,SNEE ICB
142775,Mainstream,SNEE ICB
115415,Mainstream,SNEE ICB
138311,Mainstream,SNEE ICB
138164,Mainstream,SNEE ICB
114704,Mainstream,SNEE ICB
114764,Mainstream,SNEE ICB
114732,Mainstream,SNEE ICB
151532,Mainstream,SNEE ICB
114738,Mainstream,SNEE ICB
137188,Mainstream,SNEE ICB
115144,Mainstream,SNEE ICB
137926,Mainstream,SNEE ICB
114747,Mainstream,SNEE ICB
151134,Mainstream,SNEE ICB
134260,SEN,SNEE ICB
137927,Mainstream,SNEE ICB
137937,Mainstream,SNEE ICB
143701,Mainstream,SNEE ICB
137241,Mainstream,SNEE ICB
147560,Mainstream,SNEE ICB
141113,Mainstream,SNEE ICB
133805,Mainstream,SNEE ICB
115300,Mainstream,SNEE ICB
140181,Mainstream,SNEE ICB
138575,Mainstream,SNEE ICB
141195,Mainstream,SNEE ICB
114739,Mainstream,SNEE ICB
147063,Mainstream,SNEE ICB
145698,Mainstream,SNEE ICB
147933,Mainstream,SNEE ICB
130854,SEN,SNEE ICB
124686,Mainstream,SNEE ICB
141236,Mainstream,SNEE ICB
144211,Mainstream,SNEE ICB
144879,SEN,SNEE ICB
145693,Mainstream,SNEE ICB
146086,Mainstream,SNEE ICB
124706,Mainstream,SNEE ICB
143359,Mainstream,SNEE ICB
143056,Mainstream,SNEE ICB
124875,Mainstream,SNEE ICB
124688,Mainstream,SNEE ICB
124689,Mainstream,SNEE ICB
124690,Mainstream,SNEE ICB
151557,Mainstream,SNEE ICB
124595,Mainstream,SNEE ICB
133605,Mainstream,SNEE ICB
144275,Mainstream,SNEE ICB
148752,Mainstream,SNEE ICB
133157,SEN,SNEE ICB
149991,Mainstream,SNEE ICB
124754,Mainstream,SNEE ICB
124531,Mainstream,SNEE ICB
124681,Mainstream,SNEE ICB
147934,Mainstream,SNEE ICB
124691,Mainstream,SNEE ICB
143050,Mainstream,SNEE ICB
124879,SEN,SNEE ICB
124723,Mainstream,SNEE ICB
138250,Mainstream,SNEE ICB
146323,Mainstream,SNEE ICB
135252,SEN,SNEE ICB
146460,Mainstream,SNEE ICB
124893,Mainstream,SNEE ICB
145835,Mainstream,SNEE ICB
124572,Mainstream,SNEE ICB
124692,Mainstream,SNEE ICB
141546,Mainstream,SNEE ICB
136990,Mainstream,SNEE ICB
149442,SEN,SNEE ICB
124749,Mainstream,SNEE ICB
141372,Mainstream,SNEE ICB
141373,Mainstream,SNEE ICB
138162,Mainstream,SNEE ICB
151639,Mainstream,SNEE ICB
143360,Mainstream,SNEE ICB
131962,Mainstream,SNEE ICB
124890,SEN,SNEE ICB
147594,SEN,SNEE ICB
138373,Mainstream,SNEE ICB
146148,Mainstream,SNEE ICB
144625,Mainstream,SNEE ICB
147932,Mainstream,SNEE ICB
139732,SEN,SNEE ICB
144399,Mainstream,SNEE ICB
144214,Mainstream,SNEE ICB
146021,Mainstream,SNEE ICB
144276,Mainstream,SNEE ICB
141591,Mainstream,SNEE ICB
124654,Mainstream,SNEE ICB
150065,Mainstream,SNEE ICB
146875,Mainstream,SNEE ICB
124624,Mainstream,SNEE ICB
147880,Mainstream,SNEE ICB
148808,SEN,SNEE ICB
124577,Mainstream,SNEE ICB
136827,Mainstream,SNEE ICB
141371,Mainstream,SNEE ICB
146175,Mainstream,SNEE ICB
124770,Mainstream,SNEE ICB
124886,Mainstream,SNEE ICB
150424,Mainstream,SNEE ICB
136416,Mainstream,SNEE ICB
146234,Mainstream,SNEE ICB
124578,Mainstream,SNEE ICB
124729,Mainstream,SNEE ICB
137218,Mainstream,SNEE ICB
141550,Mainstream,SNEE ICB
148751,Mainstream,SNEE ICB
124534,Mainstream,SNEE ICB
139149,Mainstream,SNEE ICB
151104,Mainstream,SNEE ICB
143549,Mainstream,SNEE ICB
124582,Mainstream,SNEE ICB
124872,Mainstream,SNEE ICB
136834,Mainstream,SNEE ICB
147261,Mainstream,SNEE ICB
124899,Mainstream,SNEE ICB
137321,Mainstream,SNEE ICB
124892,Mainstream,SNEE ICB
146072,SEN,SNEE ICB
145101,SEN,SNEE ICB
136316,Mainstream,SNEE ICB
124884,Mainstream,SNEE ICB
124775,Mainstream,SNEE ICB
147931,Mainstream,SNEE ICB
145696,Mainstream,SNEE ICB
130855,SEN,SNEE ICB
143065,Mainstream,SNEE ICB
145476,Mainstream,SNEE ICB
141406,Mainstream,SNEE ICB
124625,Mainstream,SNEE ICB
149067,Mainstream,SNEE ICB
146532,Mainstream,SNEE ICB
142547,Mainstream,SNEE ICB
124732,Mainstream,SNEE ICB
142027,Mainstream,SNEE ICB
124699,Mainstream,SNEE ICB
147450,Mainstream,SNEE ICB
124584,Mainstream,SNEE ICB
124550,Mainstream,SNEE ICB
139803,Mainstream,SNEE ICB
124559,Mainstream,SNEE ICB
136918,Mainstream,SNEE ICB
144217,Mainstream,SNEE ICB
144212,Mainstream,SNEE ICB
148509,Mainstream,SNEE ICB
144215,Mainstream,SNEE ICB
136271,Mainstream,SNEE ICB
124593,Mainstream,SNEE ICB
146961,Mainstream,SNEE ICB
144850,Mainstream,SNEE ICB
124525,Mainstream,SNEE ICB
140887,Mainstream,SNEE ICB
124903,SEN,SNEE ICB
145539,Mainstream,SNEE ICB
137208,Mainstream,SNEE ICB
124588,Mainstream,SNEE ICB
151188,Mainstream,SNEE ICB
124702,Mainstream,SNEE ICB
124703,Mainstream,SNEE ICB
143861,Mainstream,SNEE ICB
146280,Mainstream,SNEE ICB
124538,Mainstream,SNEE ICB
151388,Mainstream,SNEE ICB
136453,Mainstream,SNEE ICB
124888,Mainstream,SNEE ICB
124881,Mainstream,SNEE ICB
145234,Mainstream,SNEE ICB
140047,Mainstream,SNEE ICB
139485,Mainstream,SNEE ICB
124735,Mainstream,SNEE ICB
148846,Mainstream,SNEE ICB
136969,Mainstream,SNEE ICB
124856,Mainstream,SNEE ICB
124627,Mainstream,SNEE ICB
124628,Mainstream,SNEE ICB
124539,Mainstream,SNEE ICB
138117,Mainstream,SNEE ICB
142993,Mainstream,SNEE ICB
124540,Mainstream,SNEE ICB
133237,SEN,SNEE ICB
133238,SEN,SNEE ICB
141554,Mainstream,SNEE ICB
143147,Mainstream,SNEE ICB
142018,Mainstream,SNEE ICB
143807,Mainstream,SNEE ICB
124597,Mainstream,SNEE ICB
143069,Mainstream,SNEE ICB
143361,Mainstream,SNEE ICB
143806,Mainstream,SNEE ICB
139867,Mainstream,SNEE ICB
145851,Mainstream,SNEE ICB
124709,Mainstream,SNEE ICB
143550,Mainstream,SNEE ICB
142994,Mainstream,SNEE ICB
124543,Mainstream,SNEE ICB
124537,Mainstream,SNEE ICB
146332,SEN,SNEE ICB
140669,Mainstream,SNEE ICB
124840,Mainstream,SNEE ICB
124710,Mainstream,SNEE ICB
146173,Mainstream,SNEE ICB
124873,Mainstream,SNEE ICB
143070,Mainstream,SNEE ICB
142820,SEN,SNEE ICB
127003,SEN,SNEE ICB
142283,Mainstream,SNEE ICB
134480,Mainstream,SNEE ICB
150252,Mainstream,SNEE ICB
137674,Mainstream,SNEE ICB
138506,Mainstream,SNEE ICB
124866,Mainstream,SNEE ICB
124602,Mainstream,SNEE ICB
124565,Mainstream,SNEE ICB
143071,Mainstream,SNEE ICB
142801,SEN,SNEE ICB
145118,Mainstream,SNEE ICB
138161,Mainstream,SNEE ICB
124536,Mainstream,SNEE ICB
137433,SEN,SNEE ICB
124645,Mainstream,SNEE ICB
142554,Mainstream,SNEE ICB
151105,Mainstream,SNEE ICB
145795,Mainstream,SNEE ICB
147509,Mainstream,SNEE ICB
124712,Mainstream,SNEE ICB
146418,SEN,SNEE ICB
145540,Mainstream,SNEE ICB
145237,Mainstream,SNEE ICB
124889,Mainstream,SNEE ICB
148414,Mainstream,SNEE ICB
136322,Mainstream,SNEE ICB
124685,Mainstream,SNEE ICB
146494,Mainstream,SNEE ICB
124682,Mainstream,SNEE ICB
150689,Mainstream,SNEE ICB
146271,Mainstream,SNEE ICB
140822,Mainstream,SNEE ICB
147849,SEN,SNEE ICB
149108,SEN,SNEE ICB
124774,Mainstream,SNEE ICB
148824,Mainstream,SNEE ICB
124609,Mainstream,SNEE ICB
124876,Mainstream,SNEE ICB
144213,Mainstream,SNEE ICB
144329,Mainstream,SNEE ICB
141985,Mainstream,SNEE ICB
142595,Mainstream,SNEE ICB
137849,Mainstream,SNEE ICB
149285,Mainstream,SNEE ICB
124758,Mainstream,SNEE ICB
143490,SEN,SNEE ICB
142025,Mainstream,SNEE ICB
124764,Mainstream,SNEE ICB
143074,Mainstream,SNEE ICB
151165,Mainstream,SNEE ICB
143624,Mainstream,SNEE ICB
124757,Mainstream,SNEE ICB
141819,Mainstream,SNEE ICB
124781,Mainstream,SNEE ICB
124883,Mainstream,SNEE ICB
124763,Mainstream,SNEE ICB
139448,Mainstream,SNEE ICB
124782,Mainstream,SNEE ICB
124786,Mainstream,SNEE ICB
145382,Mainstream,SNEE ICB
137419,Mainstream,SNEE ICB
142597,Mainstream,SNEE ICB
142598,Mainstream,SNEE ICB
146229,Mainstream,SNEE ICB
146977,Mainstream,SNEE ICB
145692,Mainstream,SNEE ICB
124547,Mainstream,SNEE ICB
124865,Mainstream,SNEE ICB
140032,Mainstream,SNEE ICB
144553,Mainstream,SNEE ICB
141407,SEN,SNEE ICB
124772,Mainstream,SNEE ICB
136757,Mainstream,SNEE ICB
145055,Mainstream,SNEE ICB
151384,Mainstream,SNEE ICB
145697,Mainstream,SNEE ICB
137901,Mainstream,SNEE ICB
124675,Mainstream,SNEE ICB
145979,Mainstream,SNEE ICB
130820,Mainstream,SNEE ICB
124870,Mainstream,SNEE ICB
140969,Mainstream,SNEE ICB
124744,Mainstream,SNEE ICB
150266,SEN,SNEE ICB
141849,Mainstream,SNEE ICB
147162,SEN,SNEE ICB
135689,Mainstream,SNEE ICB
141842,Mainstream,SNEE ICB
145031,Mainstream,SNEE ICB
143911,SEN,SNEE ICB
144216,Mainstream,SNEE ICB
141639,Mainstream,SNEE ICB
136782,Mainstream,SNEE ICB
137838,SEN,SNEE ICB
149423,Mainstream,SNEE ICB
124698,Mainstream,SNEE ICB
142562,Mainstream,SNEE ICB
124802,Mainstream,SNEE ICB
140998,Mainstream,SNEE ICB
124614,Mainstream,SNEE ICB
124613,Mainstream,SNEE ICB
140623,Mainstream,SNEE ICB
142026,Mainstream,SNEE ICB
146206,Mainstream,SNEE ICB
151189,Mainstream,SNEE ICB
124717,Mainstream,SNEE ICB
144218,Mainstream,SNEE ICB
144446,Mainstream,SNEE ICB
150276,Mainstream,SNEE ICB
130818,Mainstream,SNEE ICB
139288,Mainstream,SNEE ICB
142808,SEN,SNEE ICB
140044,Mainstream,SNEE ICB
124552,Mainstream,SNEE ICB
147575,Mainstream,SNEE ICB
148058,SEN,SNEE ICB
124718,Mainstream,SNEE ICB
148750,Mainstream,SNEE ICB
141551,Mainstream,SNEE ICB
142995,Mainstream,SNEE ICB
150251,Mainstream,SNEE ICB
124618,Mainstream,SNEE ICB
124680,Mainstream,SNEE ICB
124619,Mainstream,SNEE ICB
149072,SEN,SNEE ICB
124887,Mainstream,SNEE ICB
143860,Mainstream,SNEE ICB
142566,Mainstream,SNEE ICB
124750,Mainstream,SNEE ICB
145460,Mainstream,SNEE ICB
143830,Mainstream,SNEE ICB
117604,Mainstream,HWE ICB
121222,Mainstream,N&W ICB
135271,Mainstream,BLMK ICB
135837,SEN,MSE ICB
136842,Mainstream,BLMK ICB
136853,Mainstream,BLMK ICB
137052,Mainstream,BLMK ICB
139411,SEN,BLMK ICB
140121,SEN,N&W ICB
147891,Mainstream,BLMK ICB
TC000002,SEN,N&W ICB
TC000003,SEN,N&W ICB
TC000004,SEN,N&W ICB
TC000005,SEN,N&W ICB
TC000006,SEN,N&W ICB
TC000012,SEN,N&W ICB
TC000014,SEN,N&W ICB
TC000101,SEN,N&W ICB
HH000H98,SEN,HWE ICB
TC000009,SEN,N&W ICB
TC000204,SEN,HWE ICB
140121,Mainstream,N&W ICB
TC000010,SEN,N&W ICB
TC000203,SEN,SNEE ICB
117617,Mainstream,HWE ICB
127003,Mainstream,N&W ICB
TC000011,SEN,N&W ICB
138877A,Mainstream,N&W ICB
147594A,SEN,SNEE ICB
136035A,SEN,MSE ICB
